biome * ffffff ffffff ffffff
block 1715 * ff7a7a7a
block 1716 * ff7a7a7a
block 1717 * ff7a7a7a
block 1718 * ff7a7a7a
block 1719 * ff7a7a7a
block 1720 * ff7a7a7a
block 1721 * ff7a7a7a
block 1722 * ff7a7a7a
block 1723 * ff7a7a7a
block 1724 * ff7a7a7a
block 1725 * ff7a7a7a
block 1726 * ff7a7a7a
block 1727 * ff7a7a7a
block 1728 * ff7a7a7a
block 1729 * ff7a7a7a
block 1730 * ff7a7a7a
block 1731 * ff7a7a7a
block 1732 * ff7a7a7a
block 1733 * ff7a7a7a
block 1734 * ff7a7a7a
block 1735 * ff7a7a7a
block 1736 * ff7a7a7a
block 1737 * ff7a7a7a
block 1738 * ff7a7a7a
block 1739 * ff7a7a7a
block 1740 * ff7a7a7a
block 1741 * ff7a7a7a
block 1742 * ff7a7a7a
block 1743 * ff7a7a7a
block 1744 * ff7a7a7a
block 1745 * ff7a7a7a
block 1746 * ff7a7a7a
block 1747 * ff7a7a7a
block 1748 * ff7a7a7a
block 1749 * ff7a7a7a
block 1750 * ff7a7a7a
block 1751 * ff7a7a7a
block 1752 * ff7a7a7a
block 1753 * ff7a7a7a
block 1754 * ff7a7a7a
block 1755 * ff7a7a7a
block 1756 * ff7a7a7a
block 1757 * ff7a7a7a
block 1758 * ff7a7a7a
block 1759 * ff7a7a7a
block 1760 * ff7a7a7a
block 1761 * ff7a7a7a
block 1762 * ff7a7a7a
block 1763 * ff7a7a7a
block 1764 * ff7a7a7a
block 1765 * ff7a7a7a
block 1766 * ff7a7a7a
block 1767 * ff7a7a7a
block 1768 * ff7a7a7a
block 1769 * ff7a7a7a
block 1770 * ff7a7a7a
block 1771 * ff7a7a7a
block 1772 * ff7a7a7a
block 1773 * ff7a7a7a
block 1774 * ff7a7a7a
block 1775 * ff7a7a7a
block 1776 * ff7a7a7a
block 1777 * ff7a7a7a
block 1778 * ff7a7a7a
block 1779 * ff7a7a7a
block 1780 * ff7a7a7a
block 1781 * ff7a7a7a
block 1782 * ff7a7a7a
block 1783 * ff7a7a7a
block 1784 * ff7a7a7a
block 1785 * ff7a7a7a
block 1786 * ff7a7a7a
block 1787 * ff7a7a7a
block 1788 * ff7a7a7a
block 1789 * ff7a7a7a
block 1790 * ff7a7a7a
block 1791 * ff7a7a7a
block 1792 * ff7a7a7a
block 1793 * ff7a7a7a
block 1794 * ff7a7a7a
block 1795 * ff7a7a7a
block 1796 * ff7a7a7a
block 1797 * ff7a7a7a
block 1798 * ff7a7a7a
block 1799 * ff7a7a7a
block 1800 * ff7a7a7a
block 1801 * ff7a7a7a
block 1802 * ff7a7a7a
block 1803 * ff7a7a7a
block 1804 * ff7a7a7a
block 1805 * ff7a7a7a
block 1806 * ff7a7a7a
block 1807 * ff7a7a7a
block 1808 * ff7a7a7a
block 1809 * ff7a7a7a
block 1810 * ff7a7a7a
block 1811 * ff7a7a7a
block 1812 * ff7a7a7a
block 1813 * ff7a7a7a
block 1814 * ff7a7a7a
block 1815 * ff7a7a7a
block 1816 * ff7a7a7a
block 1817 * ff7a7a7a
block 1818 * ff7a7a7a
block 1819 * ff7a7a7a
block 1820 * ff7a7a7a
block 1821 * ff7a7a7a
block 1822 * ff7a7a7a
block 1823 * ff7a7a7a
block 1824 * ff7a7a7a
block 1825 * ff7a7a7a
block 1826 * ff7a7a7a
block 1827 * ff7a7a7a
block 1828 * ff7a7a7a
block 1829 * ff7a7a7a
block 1830 * ff7a7a7a
block 1831 * ff7a7a7a
block 1832 * ff7a7a7a
block 1833 * ff7a7a7a
block 1834 * ff7a7a7a
block 1835 * ff7a7a7a
block 1836 * ff7a7a7a
block 1837 * ff7a7a7a
block 1838 * ff7a7a7a
block 1839 * ff7a7a7a
block 1840 * ff7a7a7a
block 1841 * ff7a7a7a
block 1842 * ff7a7a7a
block 1843 * ff7a7a7a
block 1844 * ff7a7a7a
block 1845 * ff7a7a7a
block 1846 * ff7a7a7a
block 1847 * ff7a7a7a
block 1848 * ff7a7a7a
block 1849 * ff7a7a7a
block 1850 * ff7a7a7a
block 1851 * ff7a7a7a
block 1852 * ff7a7a7a
block 1853 * ff7a7a7a
block 1854 * ff7a7a7a
block 1855 * ff7a7a7a
block 1856 * ff7a7a7a
block 1857 * ff7a7a7a
block 1858 * ff7a7a7a
block 1859 * ff7a7a7a
block 1860 * ff7a7a7a
block 1861 * ff7a7a7a
block 1862 * ff7a7a7a
block 1863 * ff7a7a7a
block 1864 * ff7a7a7a
block 1865 * ff7a7a7a
block 1866 * ff7a7a7a
block 1867 * ff7a7a7a
block 1868 * ff7a7a7a
block 1869 * ff7a7a7a
block 1870 * ff7a7a7a
block 1871 * ff7a7a7a
block 1872 * ff7a7a7a
block 1873 * ff7a7a7a
block 1874 * ff7a7a7a
block 1875 * ff7a7a7a
block 1876 * ff7a7a7a
block 1877 * ff7a7a7a
block 1878 * ff7a7a7a
block 1879 * ff7a7a7a
block 1880 * ff7a7a7a
block 1881 * ff8e8e74
block 1882 1 ff2c9ab5
block 1882 2 ff232323
block 1882 3 ff251be4
block 1882 4 ffdf2eab
block 1883 * 56262626
block 1884 * ff505057
block 1884 2 ff505154
block 1885 1 7335424a
block 1886 * ff505057
block 1887 * ff7a787b
block 1887 1 ff616469
block 1887 2 ff7a7475
block 1887 3 ff685d61
block 1887 4 ff6c7c80
block 1888 1 ff98989f
block 1889 * ff505057
block 1890 * e8b5b34f
block 1891 * e84f94b5
block 1892 * ff5f5067
block 1893 * ffc1c1c1
block 1894 * ffc1c1c1
block 1895 * 479d6128
block 1896 * ffa8a8a8
block 1897 * ffc9c9c9
block 1898 * ffcacaca
block 1899 * 11ac9a5e
block 1900 * f4030303
block 1901 * b3959000
block 1902 * f44e0000
block 1903 * ffc7c7c7
block 1904 * ffbfbfbf
block 1905 * 9b1a2731
block 1906 * ff000300
block 1907 * 619a7137
block 1908 * ff9c7f4e
block 1908 1 ff67403b
block 1908 2 ffc3b37b
block 1908 3 ff9a6e4d
block 1908 4 ffa95b33
block 1908 5 ff3d2712
block 1910 1 ff72776a
block 1910 2 ff767676
block 1910 3 ff2d9788
block 1910 4 ff869240
block 1910 5 ff5d8549
block 1910 6 ff9c59af
block 1910 7 ff2c161a
block 1910 8 ff926356
block 1910 9 ff578594
block 1910 10 ff41255d
block 1910 11 ff0000c1
block 1910 12 ff735c3d
block 1910 13 ff273528
block 1910 14 ff6e1d1d
block 1910 15 ff313131
block 1911 * ff506a51
block 1911 1 ff7c2819
block 1911 2 ff645135
block 1911 3 ff6d604d
block 1911 4 ff3b4f35
block 1912 * 3b767777
block 1913 * ff649255
block 1914 1 ffcdc2cf
block 1914 2 ffc9bcb5
block 1914 3 ffc3c2b9
block 1914 4 ffc1c1bd
block 1914 5 ffc6c2b8
block 1914 6 ffb4b0a4
block 1914 7 ffcabcc0
block 1914 8 ffbfc7b7
block 1914 9 ffbfc7c0
block 1915 * c01b56b3
block 1916 * ff638a83
block 1917 * ffdfdcd4
block 1918 * ff638a83
block 1921 * 23614b2a
block 1922 * ff825e25
block 1923 * ff1c2826
block 1924 * ff3d5a45
block 1924 1 ff375e3e
block 1924 2 ff5a746e
block 1924 3 ff4c7d64
block 1925 * 19283d2e
block 1926 * ff333030
block 1927 * ff2a2516
block 1928 * ff877272
block 1928 1 ff8f8181
block 1928 2 ff8f8181
block 1929 * a197762b
block 1930 * ff7a7a7a
block 1930 1 ff1f2a2b
block 1930 2 ff151515
block 1930 3 ffabd0f9
block 1930 5 87eaeaea
block 1930 6 ff7d7c7b
block 1930 7 ff787878
block 1930 8 ff826b37
block 1930 9 ffdbdbb7
block 1930 10 ff7b7b7b
block 1930 11 ff384132
block 1930 12 ff1c4740
block 1930 13 ffdcdea6
block 1930 14 ff2e2436
block 1931 0 3bd7eaed
block 1931 1 67d7eaed
block 1931 2 63d7eaed
block 1931 3 73d4eaed
block 1931 4 6ff3dd45
block 1931 5 7b332947
block 1931 6 5fd9eff3
block 1931 7 53e4ce68
block 1931 8 5fffaed3
block 1931 9 7fd7ecef
block 1931 10 871e1e1e
block 1931 11 bf17141d
block 1932 * ff9b1d42
block 1933 * ff303030
block 1935 0 ffbebebf
block 1935 1 ff985f2f
block 1935 2 ff82419b
block 1935 3 ff51729b
block 1935 4 ffa3a332
block 1935 5 ff5d8e1d
block 1935 6 ffac647d
block 1935 7 ff383838
block 1935 8 ff727272
block 1935 9 ff3d5d6e
block 1935 10 ff5d357f
block 1935 11 ff2b3b7d
block 1935 12 ff493828
block 1935 13 ff4a5a2a
block 1935 14 ff692929
block 1935 15 ff121212
block 1936 0 ffd3d3d4
block 1936 1 ffa86934
block 1936 2 ff9048ac
block 1936 3 ff5b7eac
block 1936 4 ffb6b638
block 1936 5 ff689e20
block 1936 6 ffbf6f8a
block 1936 7 ff3e3e3f
block 1936 8 ff7e7e7f
block 1936 9 ff43687a
block 1936 10 ff683b8d
block 1936 11 ff2f428a
block 1936 12 ff513e2c
block 1936 13 ff52642f
block 1936 14 ff752e2e
block 1936 15 ff141414
block 1937 0 ff777778
block 1937 1 ff5f3b1d
block 1937 2 ff512961
block 1937 3 ff334761
block 1937 4 ff666620
block 1937 5 ff3a5912
block 1937 6 ff6c3f4e
block 1937 7 ff232323
block 1937 8 ff474748
block 1937 9 ff263a45
block 1937 10 ff3a2150
block 1937 11 ff1b254e
block 1937 12 ff2d2319
block 1937 13 ff2e381a
block 1937 14 ff421a1a
block 1937 15 ff0b0b0b
block 1938 0 ffd1d1d2
block 1938 1 ffa76833
block 1938 2 ff8f48aa
block 1938 3 ff5a7daa
block 1938 4 ffb4b438
block 1938 5 ff679c20
block 1938 6 ffbe6e89
block 1938 7 ff3e3e3e
block 1938 8 ff7d7d7e
block 1938 9 ff436779
block 1938 10 ff673b8c
block 1938 11 ff2f4189
block 1938 12 ff503e2c
block 1938 13 ff51632e
block 1938 14 ff742d2e
block 1938 15 ff141414
block 1939 0 fff6f6f7
block 1939 1 ffc47b3d
block 1939 2 ffa854c8
block 1939 3 ff6a93c8
block 1939 4 ffd4d441
block 1939 5 ff79b825
block 1939 6 ffdf82a1
block 1939 7 ff494949
block 1939 8 ff939394
block 1939 9 ff4f798e
block 1939 10 ff7945a4
block 1939 11 ff374da1
block 1939 12 ff5e4934
block 1939 13 ff607537
block 1939 14 ff883636
block 1939 15 ff181818
block 1940 0 ff717172
block 1940 1 ff5a381c
block 1940 2 ff4d265c
block 1940 3 ff30435c
block 1940 4 ff61611e
block 1940 5 ff375411
block 1940 6 ff663b4a
block 1940 7 ff212121
block 1940 8 ff434344
block 1940 9 ff243741
block 1940 10 ff371f4c
block 1940 11 ff19234a
block 1940 12 ff2b2118
block 1940 13 ff2c3619
block 1940 14 ff3e1819
block 1940 15 ff0b0b0b
block 1941 0 ff5d5d5e
block 1941 1 ff4a2e17
block 1941 2 ff3f204c
block 1941 3 ff28374c
block 1941 4 ff505019
block 1941 5 ff2d450e
block 1941 6 ff54313d
block 1941 7 ff1b1b1c
block 1941 8 ff373738
block 1941 9 ff1d2d36
block 1941 10 ff2d1a3e
block 1941 11 ff151d3d
block 1941 12 ff231b13
block 1941 13 ff242c15
block 1941 14 ff331414
block 1941 15 ff090909
block 1942 0 ffa5a5a6
block 1942 1 ff845229
block 1942 2 ff713886
block 1942 3 ff476386
block 1942 4 ff8e8e2c
block 1942 5 ff517b19
block 1942 6 ff96576c
block 1942 7 ff313131
block 1942 8 ff636363
block 1942 9 ff35515f
block 1942 10 ff512e6e
block 1942 11 ff25336c
block 1942 12 ff3f3123
block 1942 13 ff404e25
block 1942 14 ff5b2424
block 1942 15 ff101010
block 1943 0 ffa4a4a5
block 1943 1 ff835228
block 1943 2 ff703885
block 1943 3 ff466285
block 1943 4 ff8d8d2c
block 1943 5 ff517a19
block 1943 6 ff95566c
block 1943 7 ff303031
block 1943 8 ff626263
block 1943 9 ff34515f
block 1943 10 ff512e6e
block 1943 11 ff25336c
block 1943 12 ff3f3022
block 1943 13 ff404e24
block 1943 14 ff5b2424
block 1943 15 ff101010
block 1944 0 ff6f6f70
block 1944 1 ff58371b
block 1944 2 ff4c265a
block 1944 3 ff2f425a
block 1944 4 ff5f5f1d
block 1944 5 ff365311
block 1944 6 ff643a49
block 1944 7 ff212121
block 1944 8 ff424243
block 1944 9 ff233640
block 1944 10 ff361f4a
block 1944 11 ff192249
block 1944 12 ff2a2117
block 1944 13 ff2b3519
block 1944 14 ff3d1818
block 1944 15 ff0a0a0a
block 1945 0 ff202021
block 1945 1 ff191008
block 1945 2 ff150b1a
block 1945 3 ff0d131a
block 1945 4 ff1b1b08
block 1945 5 ff0f1705
block 1945 6 ff1d1015
block 1945 7 ff090909
block 1945 8 ff131313
block 1945 9 ff0a0f13
block 1945 10 ff0f0916
block 1945 11 ff070a15
block 1945 12 ff0c0906
block 1945 13 ff0c0f07
block 1945 14 ff110707
block 1945 15 ff030303
block 1946 0 ff5f5f60
block 1946 1 ff4c2f17
block 1946 2 ff41204d
block 1946 3 ff28394d
block 1946 4 ff515119
block 1946 5 ff2e470e
block 1946 6 ff56323e
block 1946 7 ff1c1c1c
block 1946 8 ff393939
block 1946 9 ff1e2e37
block 1946 10 ff2e1a40
block 1946 11 ff151d3e
block 1946 12 ff241c14
block 1946 13 ff252d15
block 1946 14 ff341415
block 1946 15 ff090909
block 1947 0 ff1f1f20
block 1947 1 ff180f07
block 1947 2 ff150a19
block 1947 3 ff0d1219
block 1947 4 ff1a1a08
block 1947 5 ff0f1704
block 1947 6 ff1c1014
block 1947 7 ff090909
block 1947 8 ff121213
block 1947 9 ff090f12
block 1947 10 ff0f0815
block 1947 11 ff070914
block 1947 12 ff0b0906
block 1947 13 ff0c0e07
block 1947 14 ff110607
block 1947 15 ff030303
block 1948 1 ff505051
block 1948 2 ff3a3a3a
block 1948 3 ff2b2b2c
block 1948 4 ff1e1e1f
block 1948 5 ff131313
block 1948 6 ff080809
block 1948 7 ff020203
block 1948 8 ff6a4c35
block 1948 9 ff573e2c
block 1948 10 ff3f2d20
block 1948 11 ff2f2218
block 1948 12 ff646261
block 1948 13 ff535150
block 1948 14 ffaea77f
block 1948 15 ff8f8a69
block 1949 * ff9d968b
block 1950 * ff977b47
block 1950 2 ff828282
block 1950 3 ff828282
block 1950 4 ff828282
block 1950 5 ff828282
block 1950 6 ff8d733f
block 1950 7 ff876f40
block 1951 0 ffffffff
block 1951 1 ffff7f00
block 1951 2 ffff00ff
block 1951 3 ff007fd8
block 1951 4 ffffff00
block 1951 5 ff00ff00
block 1951 6 ffff99a5
block 1951 7 ff7f7f7f
block 1951 8 ffcccccc
block 1951 9 ff00ffff
block 1951 10 ffb233ff
block 1951 11 ff0000ff
block 1951 12 ff7f3300
block 1951 13 ff009900
block 1951 14 ffff0000
block 1951 15 ff000000
block 1952 * ff3e593f
block 1953 * ff087c1f
block 1954 * ffaeaeae
block 1954 1 ffacacac
block 1955 * ef161720
block 1955 0 ff1b1913
block 1955 1 c3272727
block 1955 2 ef191010
block 1955 3 ef191010
block 1955 4 ef191010
block 1955 5 ef191010
block 1955 7 c3272727
block 1955 12 ff1b1913
block 1955 13 ff241f0c
block 1955 14 ff1b1913
block 1955 15 ff1b1913
block 1956 * ff1b1913
block 1956 1 c3272727
block 1956 2 ef101810
block 1956 3 ef101810
block 1956 4 ef101810
block 1956 5 ef101810
block 1956 6 ef161e20
block 1956 7 c3272727
block 1956 8 ef161e20
block 1956 9 ef161e20
block 1956 10 ef161e20
block 1956 11 ef161e20
block 1957 * 6f3d3d3d
block 1958 * 6f3d3d3d
block 1959 * ff866043
block 1959 1 ff361036
block 1959 2 ff4e7f0a
block 1959 3 ff4e7f0a
block 1960 * c3525261
block 1960 2 c3835548
block 1960 3 c3525252
block 1960 5 c3835548
block 1960 6 c3525252
block 1960 8 c3835548
block 1960 9 c3525252
block 1960 11 c3835548
block 1960 12 c3525252
block 1960 14 c3835548
block 1960 15 c3525252
block 1961 * ffe1e1e1
block 1961 6 ffdbdbdb
block 1961 12 ffdbdbdb
block 1962 * ff6fdfda
block 1962 6 ff61dbd5
block 1962 12 ff61dbd5
block 1963 * fffaee4e
block 1963 6 fff9ec4e
block 1963 12 fff9ec4e
block 1964 * ff9c7f4e
block 1964 6 ff9a7d4d
block 1964 12 ff9a7d4d
block 1965 * ff272e31
block 1966 * ff1e2a2b
block 1966 1 ff21332d
block 1967 * 2f2f3f3a
block 1968 * 740d4239
block 1968 1 1c0c302a
block 1968 2 240b2e28
block 1968 3 390a2c27
block 1968 4 540b2d28
block 1968 5 5b0c312b
block 1968 6 620d352e
block 1969 * ff8e6363
block 1970 * 0fffac00
block 1971 * ffd8d8d8
block 1971 1 ff535353
block 1972 1 df18136e
block 1972 2 e068080f
block 1972 3 e018473f
block 1972 4 e06b1b0d
block 1972 5 e0b8b8b8
block 1972 6 e036136b
block 1972 7 e04580b5
block 1972 8 df853e2b
block 1972 9 e0b72a37
block 1972 10 e03f345a
block 1972 11 e063685e
block 1973 1 ff161368
block 1973 2 ff62080f
block 1973 3 ff153f38
block 1973 4 ff691b0d
block 1973 5 ffbbbbbb
block 1973 6 ff331366
block 1973 7 ff3177b6
block 1973 8 ff853c28
block 1973 9 ffb42332
block 1973 10 ff39305c
block 1973 11 ff676c63
block 1974 1 ff1a1859
block 1974 2 ff5d0e10
block 1974 3 ff193a31
block 1974 4 ff5f1f10
block 1974 5 ffa1a09d
block 1974 6 ff311757
block 1974 7 ff2f6496
block 1974 8 ff803d27
block 1974 9 ff9b252e
block 1974 10 ff3a3149
block 1974 11 ff666a5d
block 1975 * ff272727
block 1975 2 ff372b41
block 1975 3 ff372b41
block 1976 * 7bcff7fe
block 1976 1 72d8f8fe
block 1976 2 b7181414
block 1976 3 9bd0f7fe
block 1976 5 e3171414
block 1976 6 83d1f7fe
block 1976 7 72d8f8fe
block 1976 8 b7181414
block 1976 9 9bd0f7fe
block 1976 11 e3171414
block 1976 12 83d1f7fe
block 1976 13 72d8f8fe
block 1976 14 b7181414
block 1976 15 9bd0f7fe
block 1977 * ff7a7a7a
block 1978 * ff001dc7
block 1979 1 ffc5d43d
block 1979 2 ff3bdef5
block 1979 3 ffddb89a
block 1979 4 ffc5cac5
block 1979 5 3b01a3e4
block 1979 6 ff12111a
block 1979 7 ff5f4832
block 1980 * 02ffffff
block 1981 * e56a6300
block 1982 * bfb1b1b1
block 1983 * 517b4f19
block 1983 1 a2747474
block 1983 2 4e787878
block 1984 * ff909090
block 1984 2 ff9a9a9a
block 1984 3 ff433d40
block 1984 4 ff1d1432
block 1984 5 ff9d7b54
block 1984 6 ff2c2c2c
block 1984 7 ffcdcdcd
block 1984 8 ff221101
block 1984 9 ffd46f1b
block 1984 10 fff1f1f1
block 1984 11 ff727299
block 1985 * ff222222
block 1986 0 ff1e4b47
block 1986 1 ff717171
block 1986 2 ff103f22
block 1986 3 ff8b9593
block 1986 4 ff322022
block 1986 5 ff373737
block 1986 6 ff505050
block 1986 7 ff9d7b54
block 1986 8 ff575757
block 1986 9 ff616161
block 1986 10 ff616060
block 1986 11 ff846d47
block 1986 12 ff433d40
block 1986 13 ff21403c
block 1986 14 ff62492c
block 1986 15 ff383838
block 1987 0 ffe3e3e3
block 1987 1 53bcbcbc
block 1987 2 ffc3c3c3
block 1987 3 ffb2b2b2
block 1987 4 ff898989
block 1987 5 ff4b4b4b
block 1987 6 ff626262
block 1987 7 ffb1851f
block 1987 8 ff999999
block 1987 9 ff737373
block 1987 10 ff1d1915
block 1987 11 c3241e34
block 1987 12 c30e0e0e
block 1987 13 ffa2a2a2
block 1987 14 537e7e7e
block 1987 15 ff828282
block 1988 * 6b786b56
block 1988 1 8f796c58
block 1988 2 8f796c58
block 1988 3 8f796c58
block 1988 4 8f796c58
block 1988 5 8f796c58
block 1989 * 9f9c7c70
block 1989 0 9f776c6c
block 1989 1 9f776c6c
block 1989 2 9f776c6c
block 1989 3 9f776c6c
block 1989 4 9f776c6c
block 1989 5 9f776c6c
block 1989 6 9f776c6c
block 1989 7 9f776c6c
block 1990 * 57222222
block 1990 1 cf232323
block 1990 3 cf232323
block 1990 5 57252421
block 1990 6 8f8c8c94
block 1990 7 8f8b8b93
block 1990 8 8f85858d
block 1990 9 8f85858c
block 1990 10 8f8b8b93
block 1990 11 cf232323
block 1990 12 cf232323
block 1990 13 8f87878f
block 1991 0 ff4d729d
block 1991 1 ff423c3e
block 1991 2 ff909090
block 1991 3 ffeffbfb
block 1991 4 9f7dadff
block 1991 5 ffa5c2f5
block 1991 6 ffdbdbdb
block 1991 7 fff9ec4e
block 1991 8 ff61dbd5
block 1991 9 ff4f75a0
block 1991 10 ffbdbdbd
block 1991 11 ffc7bdab
block 1991 12 ff6a1d1f
block 1991 13 ff242424
block 1991 14 ff9a7851
block 1991 15 ff3e383a
block 1992 0 ff4d729d
block 1992 1 ff423c3e
block 1992 2 ff909090
block 1992 3 ffeffbfb
block 1992 4 9f7dadff
block 1992 5 ffa5c2f5
block 1992 6 ffdbdbdb
block 1992 7 fff9ec4e
block 1992 8 ff61dbd5
block 1992 9 ff4f75a0
block 1992 10 ffbdbdbd
block 1992 11 ffc7bdab
block 1992 12 ff6a1d1f
block 1992 13 ff242424
block 1992 14 ff9a7851
block 1992 15 ff3e383a
block 1993 * ff212121
block 1993 1 ffc7bdab
block 1993 2 ff681c1d
block 1993 3 ff4d729d
block 1993 4 ff3e383a
block 1993 5 ff2d161a
block 1993 6 ffbdbdbd
block 1993 7 ff9a7851
block 1993 8 ffdad29e
block 1993 9 ff9f9f9f
block 1994 * ffdbdbdb
block 1994 1 fff9ec4e
block 1994 2 ffd46f1b
block 1994 3 fff1f1f1
block 1994 4 ff727299
block 1994 5 ff9a9a9a
block 1995 * ff242424
block 1995 1 ff212121
block 1995 2 ff212121
block 1995 3 ff1c1c1c
block 1995 4 ff1d1d1d
block 1995 5 ff272727
block 1996 * ffc7bdab
block 1996 1 ffc6bcaa
block 1996 3 ffb9af9d
block 1996 4 ffbbb19f
block 1996 5 ffb1ab9b
block 1997 * ff6a1d1f
block 1997 1 ff681d1e
block 1997 2 ff681c1d
block 1997 3 ff5f1c1d
block 1997 4 ff611c1e
block 1997 5 ff680d10
block 1998 * ff4f75a0
block 1998 1 ff4d729d
block 1998 2 ff4d729d
block 1998 3 ff496b93
block 1998 4 ff4b6d95
block 1998 5 ff567aa5
block 1999 * ff423c3e
block 1999 1 ff3e383a
block 1999 2 ff3e383a
block 1999 3 ff3a3436
block 1999 4 ff3a3436
block 1999 5 ff3d3538
block 2000 * ffbdbdbd
block 2000 1 ffbcbcbc
block 2000 3 ffafafaf
block 2000 4 ffb1b1b1
block 2000 5 ffacacac
block 2001 * ff9d7b54
block 2001 1 ff9a7851
block 2001 2 ff9a7851
block 2001 3 ff91724d
block 2001 4 ff93744f
block 2001 5 ff977650
block 2002 * ff2c161a
block 2002 1 ff2d161a
block 2002 2 ff2d161a
block 2002 3 ff2a1418
block 2002 4 ff2a1519
block 2002 5 ff2b141a
block 2003 * ff221101
block 2003 1 ff909090
block 2003 2 ff7c4219
block 2003 3 ff7c4219
block 2003 5 ff909090
block 2003 6 ff7c4219
block 2004 1 ff590800
block 2004 2 ff164b00
block 2004 3 ff5d2100
block 2004 4 ff0b1f56
block 2004 5 ff571057
block 2004 6 ff00484f
block 2004 7 ff969696
block 2004 8 ff545454
block 2004 9 ff902d69
block 2004 10 ff5d7e3c
block 2004 11 ff958800
block 2004 12 ff0d4e7f
block 2004 13 ff7f0d5b
block 2004 14 ffa34a00
block 2004 15 ffd2d2d2
block 2005 1 ff590800
block 2005 2 ff164b00
block 2005 3 ff5d2100
block 2005 4 ff0b1f56
block 2005 5 ff571057
block 2005 6 ff00484f
block 2005 7 ff969696
block 2005 8 ff545454
block 2005 9 ff902d69
block 2005 10 ff5d7e3c
block 2005 11 ff958800
block 2005 12 ff0d4e7f
block 2005 13 ff7f0d5b
block 2005 14 ffa34a00
block 2005 15 ffd2d2d2
block 2006 * ffdad29e
block 2006 0 ff423c3e
block 2006 1 ff9d7b54
block 2006 2 ff909090
block 2006 3 ffeffbfb
block 2006 4 9f7dadff
block 2006 5 ff7a7a7a
block 2006 6 ff72776a
block 2006 7 ff767676
block 2006 8 ff767676
block 2006 9 ff2c161a
block 2006 10 ff926356
block 2006 14 ff14121d
block 2006 15 ff4f75a0
block 2007 * ffece9e2
block 2007 1 ffe7e4db
block 2007 2 ffdbdbdb
block 2007 3 fff9ec4e
block 2007 4 ff61dbd5
block 2007 5 ff242424
block 2007 6 ffbdbdbd
block 2007 7 ff6a1d1f
block 2007 8 ffc7bdab
block 2008 * 4fc7c7c7
block 2009 0 ffbdb9b1
block 2009 1 ff6b6b6b
block 2009 2 ff686868
block 2009 3 ff62655b
block 2009 4 ff606060
block 2009 5 ff8a8a8a
block 2009 6 ff846642
block 2009 7 ff594931
block 2009 8 ff79544a
block 2009 9 ff656565
block 2009 10 ffb7b7b7
block 2009 11 ff2e2114
block 2009 12 ff2e1d20
block 2009 13 ffb5b5b5
block 2009 14 ff75452e
block 2009 15 ff403b3d
block 2010 * ff606060
block 2010 1 ff5e5e5e
block 2010 2 ff656565
block 2010 3 ff656565
block 2010 5 ff5e5e5e
block 2010 6 ffb7b7b7
block 2010 7 ffb7b7b7
block 2011 * ffb5ada7
block 2011 1 ffb6a59f
block 2011 2 ff665554
block 2011 3 ff94aeb1
block 2011 4 ffe18b20
block 2011 5 ff736153
block 2012 * ff7d7d7d
block 2012 1 ffd4cd94
block 2012 2 ff2c2c2c
block 2012 3 ff2c2c2c
block 2012 4 ff2c2c2c
block 2012 5 ff6f3634
block 2013 * ff535353
block 2014 * ff14121d
block 2015 * ff774437
block 2016 * ff27273b
block 2016 1 9b1a2731
block 2017 1 ff694345
block 2017 2 ff764132
block 2017 3 ff75403c
block 2017 4 ff5b394e
block 2017 5 ff772d2c
block 2017 6 ff773f2c
block 2017 7 ff6c4043
block 2017 8 ff634437
block 2017 9 ff724140
block 2017 10 ff6b3d43
block 2017 11 ff69442c
block 2017 12 ff60494c
block 2017 13 ff763032
block 2017 14 ff5f442e
block 2017 15 ff633147
block 2018 1 ff764035
block 2018 2 ff6f3e3d
block 2018 3 ff7b4845
block 2018 4 ff74464e
block 2018 5 ff916521
block 2018 6 ff6a3937
block 2018 7 ff653c43
block 2018 8 ff5e442c
block 2018 9 ff6d3c39
block 2018 10 ff5c3232
block 2018 11 ff7e4535
block 2018 12 ff6f443e
block 2018 13 ff8a5e5b
block 2018 14 ff8e6764
block 2018 15 ff724140
block 2019 * ff6f3634
block 2020 * ff937c52
block 2021 * 3f67767e
block 2022 * ff988b62
block 2023 * ff4f2d0e
block 2024 * ff6c5846
block 2024 1 ff7c7c7c
block 2025 1 ff68777f
block 2025 2 ff585847
block 2025 3 ff3e515b
block 2026 * ff979785
block 2027 * ffccc2a5
block 2028 * ff7d722f
block 2029 * ffd9d6d3
block 2029 1 ff777675
block 2030 * ffd9d6d3
block 2030 1 ff777675
block 2031 * ff634a33
block 2031 1 ff604a37
block 2032 * ff634a33
block 2032 1 ff604a37
block 2033 * ff4f4c48
block 2033 1 ff534f47
block 2034 * ff4f4c48
block 2034 1 ff534f47
block 2035 * ff9d8e6a
block 2036 * ff4d2b13
block 2037 * 88305d15
block 2038 * 3642541c
block 2039 * 67c4cc6b
block 2040 * 5b606836
block 2041 * 4b2f2a03
block 2042 * 6e829d5e
block 2043 * 506a8b2b
block 2044 * 4fc9c2b5
block 2045 * 623c7310
block 2046 * 79627445
block 2047 * 5c405914
block 2048 * 755a984c
block 2049 * 41880409
block 2049 2 7b88110c
block 2049 3 1c234413
block 2049 5 7b88110c
block 2049 6 1c234413
block 2049 8 7b88110c
block 2049 9 1c234413
block 2049 11 7b88110c
